Console,Critic Score,Developer,Title,Japan Sales,Last Update,NA Sales,Other Sales,PAL Sales,Publisher,Release Date,Total Sales,Total Shipped,User Score,VGChartz Score
PS,N/A,SquareSoft,Chocobo no Fushigi Dungeon,N/A,N/A,N/A,N/A,N/A,Square,23rd Dec 97,N/A,1.10m,N/A,N/A
PS,8.2,tri-Ace,Star Ocean: The Second Story,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,02nd Jun 99,N/A,1.09m,N/A,N/A
PS,8.5,Namco,Ace Combat 2,N/A,N/A,N/A,N/A,N/A,Namco,31st Jul 97,N/A,1.09m,N/A,N/A
PS,N/A,Konami,BeatMania,N/A,N/A,N/A,N/A,N/A,Konami,01st Oct 98,N/A,1.09m,N/A,N/A
PS,N/A,Midway Games,NFL Blitz 2000,N/A,N/A,0.60m,0.07m,0.41m,Midway Games,17th Aug 99,1.09m,N/A,N/A,N/A
PS,7.6,Point of View,Ready 2 Rumble Boxing,N/A,N/A,0.60m,0.07m,0.41m,Midway Games,31st Oct 99,1.08m,N/A,N/A,N/A
PS,N/A,bexide,Doko Demo Issyo,1.00m,N/A,N/A,0.07m,N/A,Sony Computer Entertainment,22nd Jul 99,1.07m,N/A,N/A,N/A
PS,N/A,EA Canada,NHL 99,N/A,N/A,0.59m,0.07m,0.40m,EA Sports,30th Sep 98,1.07m,N/A,N/A,N/A
PS,N/A,Namco,Ridge Racer Revolution,0.71m,N/A,0.17m,0.07m,0.12m,Namco,30th Sep 96,1.07m,N/A,N/A,N/A
PS,N/A,Stormfront Studios,Hot Wheels Turbo Racing,N/A,N/A,0.59m,0.07m,0.40m,Electronic Arts,22nd Sep 99,1.07m,N/A,N/A,N/A
PS,N/A,EA Tiburon,NCAA Football 99,N/A,N/A,0.59m,0.07m,0.40m,EA Sports,01st Aug 98,1.06m,N/A,N/A,N/A
PS,N/A,Chat Noir,Simple 1500 Series Vol. 1: The Mahjong,0.99m,N/A,N/A,0.07m,N/A,D3 Publisher,22nd Oct 98,1.06m,N/A,N/A,N/A
PS,N/A,ARC Entertainment,Arc the Lad II,0.92m,N/A,N/A,0.13m,N/A,Sony Computer Entertainment,20th Jun 96,1.05m,N/A,N/A,N/A
PS,7.4,"Z-Axis, Ltd.",Dave Mirra Freestyle BMX,N/A,N/A,0.91m,0.03m,0.11m,Acclaim Entertainment,26th Sep 00,1.05m,N/A,N/A,N/A
PS,8.9,Crystal Dynamics,Legacy of Kain: Soul Reaver,N/A,N/A,0.58m,0.07m,0.40m,Eidos Interactive,16th Aug 99,1.04m,N/A,N/A,N/A
PS,N/A,Climax Group,ATV: Quad Power Racing,N/A,N/A,0.58m,0.07m,0.39m,Acclaim Entertainment,23rd Aug 00,1.04m,N/A,N/A,N/A
PS,N/A,Capcom,Mega Man X4,0.22m,N/A,0.45m,0.07m,0.30m,Capcom,01st Jan 97,1.04m,N/A,N/A,N/A
PS,N/A,Acclaim Entertainment,Jeremy McGrath Supercross 98,N/A,N/A,0.91m,0.03m,0.10m,Acclaim Entertainment,31st May 98,1.04m,N/A,N/A,N/A
PS,N/A,Tecmo,Monster Rancher,N/A,N/A,N/A,N/A,N/A,Tecmo,30th Nov 97,N/A,1.04m,N/A,N/A
PS,N/A,DreamWorks Interactive,The Lost World: Jurassic Park,N/A,N/A,0.57m,0.07m,0.39m,Electronic Arts,31st Aug 97,1.02m,N/A,N/A,N/A
PS,N/A,Supersonic Software,Pong: The Next Level,N/A,N/A,0.56m,0.07m,0.38m,Hasbro Interactive,31st Oct 99,1.01m,N/A,N/A,N/A
PS,7.6,Capcom,Breath of Fire III,0.46m,N/A,0.29m,0.07m,0.19m,Capcom,30th Apr 98,1.00m,N/A,N/A,N/A
PS,N/A,Taito Corporation,Densha De Go!,N/A,N/A,N/A,N/A,N/A,Taito,18th Dec 97,N/A,1.00m,N/A,N/A
PS,N/A,ParityBit,Derby Stallion,N/A,N/A,N/A,N/A,N/A,ASCII Entertainment,17th Jul 97,N/A,1.00m,N/A,N/A
PS,N/A,Reflections Interactive,Destruction Derby,N/A,N/A,N/A,N/A,N/A,Psygnosis,01st Nov 95,N/A,1.00m,N/A,N/A
PS,N/A,Reflections Interactive,Destruction Derby 2,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,31st Oct 96,N/A,1.00m,N/A,N/A
PS,7.8,SquareSoft,Legend of Mana,N/A,N/A,N/A,N/A,N/A,Square,07th Jun 00,N/A,1.00m,N/A,N/A
PS,N/A,Tecmo,Monster Rancher 2,N/A,N/A,N/A,N/A,N/A,Tecmo,01st Jan 99,N/A,1.00m,N/A,N/A
PS,9.2,NanaOn-Sha,PaRappa The Rapper,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,31st Oct 97,N/A,1.00m,N/A,N/A
PS,8.4,Capcom,Street Fighter Alpha 3,N/A,N/A,N/A,N/A,N/A,Capcom,30th Apr 99,N/A,1.00m,N/A,N/A
PS,8.3,Namco,Tekken,N/A,N/A,N/A,N/A,N/A,Namco,08th Nov 95,N/A,1.00m,N/A,N/A
PS,N/A,Inland Productions,WCW/NWO Thunder,N/A,N/A,N/A,N/A,N/A,THQ,31st Dec 98,N/A,1.00m,N/A,N/A
PS,8,Psygnosis,WipEout,N/A,N/A,N/A,N/A,N/A,Psygnosis,21st Nov 95,N/A,1.00m,N/A,N/A
PS,N/A,EA Canada,Road & Track Presents: The Need for Speed,N/A,N/A,0.56m,0.07m,0.38m,Electronic Arts,01st Jan 96,1.00m,N/A,N/A,N/A
PS,N/A,989 Sports,NFL GameDay 2001,N/A,N/A,0.56m,0.07m,0.38m,Sony Computer Entertainment,30th Oct 00,1.00m,N/A,N/A,N/A
PS,N/A,Electronic Arts,NBA Live 97,N/A,N/A,0.55m,0.07m,0.38m,EA Sports,31st Oct 96,1.00m,N/A,N/A,N/A
PS,N/A,Sony Computer Entertainment America,Jampack Winter 2000,N/A,N/A,0.55m,0.07m,0.38m,Sony Computer Entertainment,07th Nov 00,1.00m,N/A,N/A,N/A
PS,8.6,Oddworld Inhabitans,Oddworld: Abe's Exoddus,N/A,N/A,0.55m,0.06m,0.38m,GT Interactive,17th Nov 98,0.99m,N/A,N/A,N/A
PS,N/A,DreamWorks Interactive,Medal of Honor: Underground,N/A,N/A,0.54m,0.06m,0.37m,Electronic Arts,23rd Oct 00,0.97m,N/A,N/A,N/A
PS,N/A,Sony Computer Entertainment America,Jampack Summer '99,N/A,N/A,0.54m,0.06m,0.36m,Sony Computer Entertainment,01st Jun 99,0.96m,N/A,N/A,N/A
PS,N/A,KCET,Dance Dance Revolution 2nd ReMIX,0.90m,N/A,N/A,0.06m,N/A,Konami,26th Aug 99,0.96m,N/A,N/A,N/A
PS,8.9,Media.Vision,Wild ARMs,0.46m,N/A,0.26m,0.06m,0.17m,Sony Computer Entertainment,30th Apr 97,0.95m,N/A,N/A,N/A
PS,N/A,EA Sports,NCAA Football 2000,N/A,N/A,0.53m,0.06m,0.36m,EA Sports,30th Jun 99,0.95m,N/A,N/A,N/A
PS,N/A,Digital Eclipse,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,N/A,N/A,0.52m,0.06m,0.36m,Midway Games,31st Dec 96,0.94m,N/A,N/A,N/A
PS,7.4,SquareSoft,SaGa Frontier 2,0.71m,N/A,0.10m,0.06m,0.07m,Square EA,31st Jan 00,0.94m,N/A,N/A,N/A
PS,N/A,989 Sports,MLB 2000,N/A,N/A,0.52m,0.06m,0.35m,Sony Computer Entertainment,28th Feb 99,0.94m,N/A,N/A,N/A
PS,N/A,UDS,SnoCross Championship Racing,N/A,N/A,0.52m,0.06m,0.35m,Crave Entertainment,22nd Aug 00,0.93m,N/A,N/A,N/A
PS,6.4,Black Ops Entertainment,007: The World is not Enough,N/A,N/A,0.51m,0.06m,0.35m,Electronic Arts,06th Nov 00,0.92m,N/A,N/A,N/A
PS,N/A,EA Canada,NHL 98,N/A,N/A,0.51m,0.06m,0.35m,EA Sports,31st Aug 97,0.92m,N/A,N/A,N/A
PS,N/A,Sculptured Software,Space Jam,N/A,N/A,0.51m,0.06m,0.35m,Acclaim Entertainment,31st Oct 96,0.92m,N/A,N/A,N/A
PS,7.7,DreamFactory,Tobal No.1,0.66m,N/A,0.12m,0.06m,0.08m,Sony Computer Entertainment,30th Sep 96,0.92m,N/A,N/A,N/A
PS,8.3,Codemasters,Colin McRae Rally 2.0,0.02m,N/A,0.02m,0.07m,0.80m,Codemasters,05th Dec 00,0.91m,N/A,N/A,N/A
PS,2.9,Unknown,3Xtreme,N/A,N/A,0.50m,0.06m,0.34m,989 Studios,31st Mar 99,0.90m,N/A,N/A,N/A
PS,9.2,Eidetic,Syphon Filter,N/A,N/A,N/A,N/A,N/A,989 Studios,31st Jan 99,N/A,0.90m,N/A,N/A
PS,N/A,989 Sports,MLB 2001,N/A,N/A,0.49m,0.06m,0.34m,Sony Computer Entertainment,29th Feb 00,0.89m,N/A,N/A,N/A
PS,N/A,Capcom,Mega Man 8 Anniversary Collector's Edition,0.09m,N/A,0.44m,0.06m,0.30m,Capcom,28th Feb 97,0.88m,N/A,N/A,N/A
PS,N/A,Factor 5,Star Wars: Rebel Assault II - The Hidden Empire,N/A,N/A,0.49m,0.06m,0.33m,LucasArts,30th Nov 96,0.88m,N/A,N/A,N/A
PS,N/A,Runecraft,Spec Ops: Ranger Elite,N/A,N/A,0.49m,0.06m,0.33m,Take-Two Interactive,29th Apr 01,0.87m,N/A,N/A,N/A
PS,N/A,Crystal Dynamics,Gex,N/A,N/A,0.49m,0.06m,0.33m,Crystal Dynamics,13th Dec 95,0.87m,N/A,N/A,N/A
PS,N/A,Infogrames,Need for Speed: V-Rally,0.09m,N/A,0.43m,0.06m,0.29m,Electronic Arts,30th Sep 97,0.87m,N/A,N/A,N/A
PS,N/A,EA Canada,NHL 2000,N/A,N/A,0.48m,0.06m,0.33m,EA Sports,30th Sep 99,0.87m,N/A,N/A,N/A
PS,9.3,SquareSoft,Vagrant Story,0.30m,N/A,0.30m,0.06m,0.20m,Square EA,15th May 00,0.87m,N/A,N/A,N/A
PS,N/A,2K Games,Ford Racing,N/A,N/A,0.48m,0.06m,0.33m,Empire Interactive,06th Mar 01,0.86m,N/A,N/A,N/A
PS,N/A,Sony Interactive Studios America,MLB 99,N/A,N/A,0.48m,0.06m,0.32m,Sony Computer Entertainment,31st Mar 98,0.86m,N/A,N/A,N/A
PS,N/A,3DO,Army Men: Air Attack,N/A,N/A,0.47m,0.06m,0.32m,3DO,02nd Nov 99,0.85m,N/A,N/A,N/A
PS,8.2,Capcom,Street Fighter Alpha 2,0.57m,N/A,0.14m,0.06m,0.09m,Capcom,30th Sep 96,0.85m,N/A,N/A,N/A
PS,N/A,Game Refuge,Rampage World Tour,N/A,N/A,0.47m,0.06m,0.32m,Midway Games,30th Sep 97,0.85m,N/A,N/A,N/A
PS,N/A,Darkblack,Rocket Power: Team Rocket Rescue,N/A,N/A,0.47m,0.05m,0.32m,THQ,04th Sep 01,0.84m,N/A,N/A,N/A
PS,N/A,Artech Digital Entertainment,Q*bert,N/A,N/A,0.46m,0.05m,0.32m,Hasbro Interactive,30th Nov 99,0.84m,N/A,N/A,N/A
PS,N/A,Capcom,Mega Man Legends,0.12m,N/A,0.39m,0.05m,0.26m,Capcom,31st Aug 98,0.83m,N/A,N/A,N/A
PS,N/A,SCEE Cambridge,MediEvil,N/A,03rd Dec 18,0.46m,0.05m,0.31m,Sony Computer Entertainment,01st Oct 98,0.83m,N/A,N/A,N/A
PS,4.9,Funcom,Casper,N/A,N/A,0.46m,0.05m,0.31m,Interplay,17th Sep 96,0.83m,N/A,N/A,N/A
PS,7.5,Telenet Japan / Wolfteam,Tales of Destiny II,0.66m,N/A,0.06m,0.05m,0.04m,Namco,10th Sep 01,0.81m,N/A,N/A,N/A
PS,N/A,EA Black Box,NASCAR 2001,N/A,N/A,0.45m,0.05m,0.31m,EA Sports,19th Sep 00,0.81m,N/A,N/A,N/A
PS,N/A,Diamond Head,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,0.76m,N/A,N/A,0.05m,N/A,Konami,22nd Jul 99,0.81m,N/A,N/A,N/A
PS,9,Capcom,Resident Evil 2: Dual Shock Edition,N/A,N/A,N/A,N/A,N/A,Capcom,05th Aug 98,N/A,0.81m,N/A,N/A
PS,N/A,Blue Planet Software,The Next Tetris,N/A,N/A,0.45m,0.05m,0.31m,Atari,31st May 99,0.81m,N/A,N/A,N/A
PS,N/A,Konami,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,0.75m,N/A,N/A,0.05m,N/A,Konami,28th May 98,0.81m,N/A,N/A,N/A
PS,N/A,Hothouse Creations,Who Wants to be a Millionaire,N/A,N/A,0.45m,0.05m,0.30m,Eidos Interactive,29th Sep 00,0.80m,N/A,N/A,N/A
PS,N/A,Delphine Software International,Moto Racer,N/A,N/A,0.45m,0.05m,0.30m,Electronic Arts,30th Nov 97,0.80m,N/A,N/A,N/A
PS,8.6,SquareSoft,Final Fantasy Anthology,N/A,N/A,0.45m,0.05m,0.30m,Square EA,30th Sep 99,0.80m,N/A,N/A,N/A
PS,N/A,Banpresto,Super Robot Taisen α,0.75m,N/A,N/A,0.05m,N/A,Banpresto,25th May 00,0.80m,N/A,N/A,N/A
PS,9,Namco,Ridge Racer,0.74m,N/A,N/A,0.05m,N/A,Namco,09th Sep 95,0.79m,N/A,N/A,N/A
PS,N/A,Deibus Studios,Motocross Mania,N/A,N/A,0.44m,0.05m,0.30m,Take-Two Interactive,09th Jul 01,0.79m,N/A,N/A,N/A
PS,N/A,Williams Entertainment Inc.,Doom,N/A,N/A,0.43m,0.05m,0.30m,GT Interactive,16th Nov 95,0.78m,N/A,N/A,N/A
PS,N/A,Capcom,Marvel vs. Capcom: Clash of Super Heroes,N/A,N/A,0.43m,0.05m,0.30m,Capcom,27th Jan 00,0.78m,N/A,N/A,N/A
PS,N/A,Realtime Associates,Battle Stations,N/A,N/A,0.43m,0.05m,0.29m,Electronic Arts,31st Mar 97,0.78m,N/A,N/A,N/A
PS,N/A,Sony Interactive Studios America,NBA ShootOut 98,N/A,N/A,0.43m,0.05m,0.29m,Sony Computer Entertainment,28th Feb 98,0.78m,N/A,N/A,N/A
PS,7.3,Stormfront Studios,Andretti Racing,N/A,N/A,0.43m,0.05m,0.29m,EA Sports,30th Nov 96,0.77m,N/A,N/A,N/A
PS,N/A,Runecraft,Caesars Palace 2000: Millennium Gold Edition,N/A,N/A,0.43m,0.05m,0.29m,Interplay,29th Jun 00,0.77m,N/A,N/A,N/A
PS,N/A,Eden Studios,Need for Speed: Porsche Unleashed,N/A,N/A,0.43m,0.05m,0.29m,Electronic Arts,29th Feb 00,0.77m,N/A,N/A,N/A
PS,N/A,Namco Tales Studio / Wolfteam,Tales of Phantasia,N/A,N/A,N/A,N/A,N/A,Namco,23rd Dec 98,N/A,0.77m,N/A,N/A
PS,N/A,Bizarre Creations,Formula 1,0.42m,N/A,0.18m,0.05m,0.12m,Sony Computer Entertainment,30th Sep 96,0.76m,N/A,N/A,N/A
PS,N/A,Capcom,Street Fighter Alpha: Warriors' Dreams,0.43m,N/A,0.17m,0.05m,0.11m,Capcom,21st Dec 95,0.76m,N/A,N/A,N/A
PS,N/A,KCET,ISS Pro Evolution,0.71m,N/A,N/A,0.05m,N/A,Konami,06th Jun 00,0.76m,N/A,N/A,N/A
PS,N/A,Capcom,Mega Man X5,0.20m,N/A,0.30m,0.05m,0.21m,Capcom,01st Feb 01,0.75m,N/A,N/A,N/A
PS,N/A,Arika,Street Fighter EX Plus Alpha,0.23m,N/A,0.28m,0.05m,0.19m,Capcom,30th Sep 97,0.75m,N/A,N/A,N/A
PS,N/A,Pacific Coast Power & Light,Jet Moto 3,N/A,N/A,0.41m,0.05m,0.28m,Sony Computer Entertainment,31st Aug 99,0.74m,N/A,N/A,N/A
PS,N/A,EA Canada,FIFA: Road to World Cup 98,0.46m,N/A,0.14m,0.05m,0.09m,EA Sports,01st Dec 97,0.73m,N/A,N/A,N/A
PS,N/A,Bandai,SD Gundam G Generation,0.67m,N/A,N/A,0.05m,N/A,Bandai,06th Aug 98,0.72m,N/A,N/A,N/A
PS,N/A,"Mesa Logic, Inc.",Area 51,N/A,N/A,0.40m,0.05m,0.27m,Midway Games,26th Nov 96,0.72m,N/A,N/A,N/A
PS,N/A,Pitbull Syndicate,Test Drive 6,N/A,N/A,0.40m,0.05m,0.27m,Atari,10th Nov 99,0.72m,N/A,N/A,N/A
PS,N/A,Paradox Development,X-Men: Mutant Academy 2,N/A,N/A,0.40m,0.05m,0.27m,Activision,17th Sep 01,0.72m,N/A,N/A,N/A
PS,N/A,Kronos Digital Entertainment,Fear Effect,N/A,N/A,0.40m,0.05m,0.27m,Eidos Interactive,31st Jan 00,0.72m,N/A,N/A,N/A
PS,N/A,Capcom Production Studio 2,Resident Evil: Survivor,0.29m,N/A,0.23m,0.05m,0.15m,Capcom,30th Aug 00,0.71m,N/A,N/A,N/A
PS,N/A,Acclaim Entertainment,Jeremy McGrath Supercross 2000,N/A,N/A,0.40m,0.05m,0.27m,Acclaim Entertainment,14th Jul 00,0.71m,N/A,N/A,N/A
PS,8.1,tri-Ace,Valkyrie Profile,N/A,N/A,N/A,N/A,N/A,Enix,29th Aug 00,N/A,0.71m,N/A,N/A
PS,N/A,Tamsoft,Battle Arena Toshinden 2,0.41m,N/A,0.15m,0.05m,0.10m,Playmates,01st Jan 96,0.71m,N/A,N/A,N/A
PS,N/A,Artech Studios,Jeopardy!,N/A,N/A,0.39m,0.05m,0.27m,Hasbro Interactive,01st Jan 98,0.71m,N/A,N/A,N/A
PS,1.7,Appaloosa Interactive,South Park,N/A,N/A,0.39m,0.05m,0.27m,Acclaim Entertainment,30th Sep 99,0.71m,N/A,N/A,N/A
PS,N/A,Westwood Studios,Command & Conquer: Red Alert Retaliation,N/A,N/A,0.39m,0.05m,0.27m,Virgin Interactive,28th Aug 98,0.70m,N/A,N/A,N/A
PS,N/A,EA Tiburon,NCAA Football 98,N/A,N/A,0.39m,0.05m,0.27m,EA Sports,31st Jul 97,0.70m,N/A,N/A,N/A
PS,6.2,SquareSoft,Chocobo's Dungeon 2,0.58m,N/A,0.04m,0.05m,0.03m,Square EA,30th Nov 99,0.70m,N/A,N/A,N/A
PS,N/A,EA Sports,NCAA Football 2001,N/A,N/A,0.39m,0.05m,0.26m,EA Sports,25th Jul 00,0.70m,N/A,N/A,N/A
PS,N/A,Delphine Software International,Moto Racer 2,N/A,N/A,0.39m,0.05m,0.26m,Electronic Arts,31st Aug 98,0.69m,N/A,N/A,N/A
PS,N/A,989 Sports,NFL Xtreme,N/A,N/A,0.38m,0.05m,0.26m,Sony Computer Entertainment,30th Jun 98,0.69m,N/A,N/A,N/A
PS,6.8,LucasArts,Star Wars: Masters of Teras Kasi,N/A,N/A,0.38m,0.04m,0.26m,LucasArts,31st Oct 97,0.68m,N/A,N/A,N/A
PS,N/A,Avalanche Software,Mortal Kombat Mythologies: Sub-Zero,N/A,N/A,0.38m,0.04m,0.26m,Midway Games,01st Oct 97,0.68m,N/A,N/A,N/A
PS,7.5,Light Weight,Bushido Blade 2,0.22m,N/A,0.25m,0.04m,0.17m,Square EA,28th Feb 98,0.68m,N/A,N/A,N/A
PS,8.5,Konami,Suikoden II,0.38m,N/A,0.15m,0.04m,0.10m,Konami,29th Sep 99,0.68m,N/A,N/A,N/A
PS,N/A,Micro Cabin,Street Sk8er,N/A,N/A,0.37m,0.04m,0.25m,Electronic Arts,01st Jan 99,0.67m,N/A,N/A,N/A
PS,6.5,Appaloosa Interactive,Contra: Legacy of War,N/A,N/A,0.37m,0.04m,0.25m,Konami,30th Nov 96,0.67m,N/A,N/A,N/A
PS,N/A,SCEE London Studio,Spice World,N/A,N/A,0.37m,0.04m,0.25m,Psygnosis,31st Jul 98,0.67m,N/A,N/A,N/A
PS,6.5,Media.Vision,Wild ARMs 2,0.31m,N/A,0.19m,0.04m,0.13m,Sony Computer Entertainment,30th Apr 00,0.67m,N/A,N/A,N/A
PS,N/A,Cunning Developments,Pro Pinball: Big Race USA,N/A,N/A,0.37m,0.04m,0.25m,Empire Interactive,26th Jul 00,0.66m,N/A,N/A,N/A
PS,N/A,EA Redwood Shores,Tiger Woods PGA Tour 2000,N/A,N/A,0.37m,0.04m,0.25m,EA Sports,30th Nov 99,0.66m,N/A,N/A,N/A
PS,6.7,Delphine Software International,Darkstone,N/A,N/A,0.37m,0.04m,0.25m,Take-Two Interactive,28th Jan 01,0.66m,N/A,N/A,N/A
PS,8.1,Contrail,Legend of Legaia,N/A,N/A,0.37m,0.04m,0.25m,Sony Computer Entertainment,17th Mar 99,0.66m,N/A,N/A,N/A
PS,N/A,NanaOn-Sha,Um Jammer Lammy,0.41m,N/A,0.12m,0.04m,0.08m,Sony Computer Entertainment,31st Jul 99,0.66m,N/A,N/A,N/A
PS,N/A,Saffire Corporation,Animaniacs Ten Pin Alley,N/A,N/A,0.36m,0.04m,0.25m,ASC Games,01st Dec 98,0.66m,N/A,N/A,N/A
PS,N/A,ChunSoft,World of Dragon Warrior - Torneko: The Last Hope,0.58m,N/A,0.02m,0.04m,0.01m,Enix,15th Nov 00,0.65m,N/A,N/A,N/A
PS,5.9,Leaping Lizard Software Inc.,Centipede,N/A,N/A,0.36m,0.04m,0.25m,Hasbro Interactive,30th Apr 99,0.65m,N/A,N/A,N/A
PS,N/A,Kalisto Entertainment,Nightmare Creatures,N/A,N/A,0.35m,0.04m,0.24m,Activision,01st Oct 97,0.63m,N/A,N/A,N/A
PS,8.5,Climax Group,Sim Theme Park,N/A,N/A,0.35m,0.04m,0.24m,Electronic Arts,24th Oct 99,0.63m,N/A,N/A,N/A
PS,N/A,SquareSoft,Final Fantasy VII International,0.59m,N/A,N/A,0.04m,N/A,Square,02nd Oct 97,0.63m,N/A,N/A,N/A
PS,N/A,Page 44 Studios,NHL 2001,N/A,N/A,0.35m,0.04m,0.24m,EA Sports,26th Sep 00,0.63m,N/A,N/A,N/A
PS,N/A,Traveller's Tales,Buzz Lightyear of Star Command,N/A,N/A,0.35m,0.04m,0.24m,Activision,26th Sep 00,0.63m,N/A,N/A,N/A
PS,N/A,"Sculptured Software, Inc.",WWF in Your House,N/A,N/A,0.35m,0.04m,0.24m,Acclaim Entertainment,31st Oct 96,0.62m,N/A,N/A,N/A
PS,N/A,SCEE London Studio,NBA ShootOut '97,N/A,N/A,0.35m,0.04m,0.24m,Sony Computer Entertainment,14th Mar 97,0.62m,N/A,N/A,N/A
PS,N/A,Toys for Bob,Disney's 102 Dalmatians: Puppies to the Rescue,N/A,N/A,0.34m,0.04m,0.23m,Eidos Interactive,08th Nov 00,0.62m,N/A,N/A,N/A
PS,N/A,ASC Games,Bass Landing,0.23m,N/A,0.21m,0.04m,0.14m,Agetec,07th Sep 00,0.62m,N/A,N/A,N/A
PS,N/A,Banpresto,Super Robot Taisen α Gaiden,0.58m,N/A,N/A,0.04m,N/A,Banpresto,29th Mar 01,0.62m,N/A,N/A,N/A
PS,N/A,DreamWorks Interactive,Small Soldiers,N/A,N/A,0.34m,0.04m,0.23m,Electronic Arts,30th Sep 98,0.61m,N/A,N/A,N/A
PS,N/A,Aardvark Software,Duke Nukem: Total Meltdown,N/A,N/A,0.34m,0.04m,0.23m,GT Interactive,30th Sep 97,0.61m,N/A,N/A,N/A
PS,N/A,Core Design Ltd.,Tomb Raider Chronicles,N/A,N/A,0.34m,0.04m,0.23m,Eidos Interactive,01st Jan 00,0.61m,N/A,N/A,N/A
PS,8.2,Konami,Suikoden,0.21m,N/A,0.21m,0.04m,0.14m,Konami,01st Dec 96,0.60m,N/A,8,N/A
PS,N/A,Codemasters,TOCA Championship Racing,N/A,N/A,N/A,N/A,N/A,3DO,29th Aug 98,N/A,0.60m,N/A,N/A
PS,N/A,Bandai,From TV Animation One Piece: Grand Battle 2,0.56m,N/A,N/A,0.04m,N/A,Bandai,20th Mar 02,0.60m,N/A,N/A,N/A
PS,N/A,Konami,BeatMania Append 3rdMix,0.56m,N/A,N/A,0.04m,N/A,Konami,23rd Dec 98,0.60m,N/A,N/A,N/A
PS,N/A,VU Games,Xena: Warrior Princess,N/A,N/A,0.33m,0.04m,0.23m,Electronic Arts,30th Sep 99,0.60m,N/A,N/A,N/A
PS,N/A,EA Redwood Shores,CyberTiger,N/A,N/A,0.33m,0.04m,0.22m,Electronic Arts,30th Sep 99,0.59m,N/A,N/A,N/A
PS,N/A,Sony Computer Entertainment America,Jampack Fall 2001,N/A,N/A,0.33m,0.04m,0.22m,Sony Computer Entertainment,12th Sep 01,0.59m,N/A,N/A,N/A
PS,N/A,Midway Games,NFL Blitz 2001,N/A,N/A,0.33m,0.04m,0.22m,Midway Games,14th Sep 00,0.59m,N/A,N/A,N/A
PS,N/A,Diamond Head,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,0.55m,N/A,N/A,0.04m,N/A,Konami,23rd Jul 98,0.59m,N/A,N/A,N/A
PS,N/A,Runecraft,Barbie: Race & Ride,N/A,N/A,0.33m,0.04m,0.22m,Mattel Interactive,01st Dec 99,0.59m,N/A,N/A,N/A
PS,N/A,Konami,Tokimeki Memorial: Forever with You,0.55m,N/A,N/A,0.04m,N/A,Konami,13th Oct 95,0.58m,N/A,N/A,N/A
PS,8.3,Climax Group,Diablo,0.07m,N/A,0.29m,0.04m,0.19m,Electronic Arts,01st Jan 98,0.58m,N/A,N/A,N/A
PS,N/A,Team .366,Sammy Sosa High Heat Baseball 2001,N/A,N/A,0.32m,0.04m,0.22m,3DO,29th Feb 00,0.58m,N/A,N/A,N/A
PS,N/A,Bandai,Digimon World 2,0.16m,N/A,0.23m,0.04m,0.16m,Bandai,19th May 01,0.58m,N/A,N/A,N/A
PS,N/A,Crystal Dynamics,Gex: Enter The Gecko,N/A,N/A,0.32m,0.04m,0.22m,Midway Games,31st Jan 98,0.58m,N/A,N/A,N/A
PS,7.5,Funcom,Championship Motocross featuring Ricky Carmichael,N/A,N/A,0.32m,0.04m,0.22m,THQ,15th Sep 99,0.58m,N/A,N/A,N/A
PS,8.5,Acquire,Tenchu 2: Birth of the Stealth Assassins,N/A,N/A,0.32m,0.04m,0.22m,Activision,07th Aug 00,0.58m,N/A,N/A,N/A
PS,N/A,Bullfrog Productions,Theme Park,0.13m,N/A,0.24m,0.04m,0.16m,Electronic Arts,01st Jan 95,0.57m,N/A,N/A,N/A
PS,N/A,Bandai,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,0.54m,N/A,N/A,0.04m,N/A,Bandai,10th Feb 00,0.57m,N/A,N/A,N/A
PS,4.8,Camelot Software Planning,Beyond The Beyond,0.35m,N/A,0.11m,0.04m,0.08m,Sony Computer Entertainment,31st Aug 96,0.57m,N/A,N/A,N/A
PS,N/A,Steel Monkeys,Bob the Builder: Can We Fix It?,N/A,N/A,0.31m,0.04m,0.21m,THQ,31st Aug 01,0.57m,N/A,N/A,N/A
PS,8.4,Capcom,Breath of Fire IV,0.34m,N/A,0.11m,0.04m,0.08m,Capcom,28th Nov 00,0.56m,N/A,N/A,N/A
PS,N/A,Artificial Mind and Movement,"Monsters, Inc. Scream Team",N/A,N/A,0.31m,0.04m,0.21m,Sony Computer Entertainment,30th Oct 01,0.56m,N/A,N/A,N/A
PS,N/A,3DO,Army Men: Sarge's Heroes,N/A,N/A,0.31m,0.04m,0.21m,3DO,01st Jan 00,0.56m,N/A,N/A,N/A
PS,N/A,Electronic Arts,NASCAR Rumble,N/A,N/A,0.31m,0.04m,0.21m,Electronic Arts,31st Jan 00,0.56m,N/A,N/A,N/A
PS,7.6,Game Arts,Lunar: Silver Star Story Complete,0.06m,N/A,0.27m,0.04m,0.18m,Working Designs,28th May 99,0.55m,N/A,10,N/A
